grup;vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
TK125080000039;ZONA;CSLU1059942;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000040;ZONA;CCLU3651034;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000041;ZONA;FSCU7399144;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000042;ZONA;FCLU2668909;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000043;ZONA;CRXU1432964;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000044;ZONA;CAIU2744385;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000045;ZONA;EMCU6009872;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000046;ZONA;OOLU1529866;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000047;ZONA;TEMU2246827;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000048;ZONA;SEGU1410375;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000049;ZONA;CSLU1426586;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000050;ZONA;MSKU3001238;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000051;ZONA;OOLU1192163;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000052;ZONA;CAIU2857756;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000053;ZONA;TGHU2794648;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000054;ZONA;CSLU1032520;20;Z044;2025-08-16;;1;"16 agustus 2025 - 15 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000055;ZONA;CRXU3112086;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000056;ZONA;TEMU2722517;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000057;ZONA;TGHU1849896;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000058;ZONA;TGHU3067258;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000059;ZONA;WHLU0268015;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000060;ZONA;GLDU9703366;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000061;ZONA;DRYU2290982;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000062;ZONA;TEMU2705206;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000063;ZONA;OOLU1277580;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000064;ZONA;CXDU1107648;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000065;ZONA;TEMU2700586;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000066;ZONA;SIKU2947519;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000067;ZONA;TEMU2786023;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000068;ZONA;TRLU3610576;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000069;ZONA;CXDU1212730;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000070;ZONA;CCLU3714765;20;Z047;2025-08-20;;1;"20 agustus 2025 - 19 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000071;ZONA;EMCU6045503;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000072;ZONA;APZU3881939;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000073;ZONA;WLNU2915950;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000074;ZONA;OOLU1340682;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000075;ZONA;CRXU3129324;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000076;ZONA;TGHU3903379;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000077;ZONA;TEMU2694966;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000078;ZONA;TGHU1246275;20;Z048;2025-08-21;;1;"21 agustus 2025 - 20 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000079;ZONA;OOLU1740673;20;Z050;2025-08-23;;1;"23 agustus 2025 - 22 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000080;ZONA;CBHU4075632;20;Z049;2025-08-22;;1;"22 agustus 2025 - 21 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000081;ZONA;PCIU3619236;20;Z049;2025-08-22;;1;"22 agustus 2025 - 21 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000082;ZONA;OOLU1344760;20;Z049;2025-08-22;;1;"22 agustus 2025 - 21 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
