KONTAINER;PERIODE;AWAL;AKHIR; TAGIHAN ;NoTagihan;Tgl. Tagihan;No. Bayar;Tgl. Bayar;;;;;Impor;Pranota;Bayar
ZONA2218361;1;20 Nov 21;19 Dec 21; 700.000,00 ;ZONA211112665NT;22 Nov 21;EBK220400042;05 Apr 22;;;;;"ZONA2218361;1;44520;44549;700000;ZONA211112665NT;44522";"ZONA211112665NT;44522;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
ZONA2218644;1;26 Oct 21;25 Nov 21; 700.000,00 ;ZONA211012324NT;27 Oct 21;EBK211200093;10 Dec 21;;;;;"ZONA2218644;1;44495;44525;700000;ZONA211012324NT;44496";"ZONA211012324NT;44496;SKT2112000001;44540;700000";"SKT2112000001;44540;EBK211200093;44540;700000"
ZONA2219305;1;27 Oct 21;26 Nov 21; 700.000,00 ;ZONA211012343NT;28 Oct 21;EBK220400042;05 Apr 22;;;;;"ZONA2219305;1;44496;44526;700000;ZONA211012343NT;44497";"ZONA211012343NT;44497;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
ZONA2400888;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"ZONA2400888;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
ZONA3570700;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA3570700;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA6956855;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"ZONA6956855;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
ZONA7651802;1;19 Oct 21;18 Nov 21; 1.300.000,00 ;ZONA211012132NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"ZONA7651802;1;44488;44518;1300000;ZONA211012132NT;44490";"ZONA211012132NT;44490;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
ZONA8070399;1;25 Aug 23;18 Sep 23; 1.009.009,00 ;ZONA230820953;12 Jan 24;EBK250100275;30 Jan 25;;;;;"ZONA8070399;1;45163;45187;1009009;ZONA230820953;45303";"ZONA230820953;45303;SKT2501000001;45687;1009009";"SKT2501000001;45687;EBK250100275;45687;1009009"
ZONA8070399;1;03 Nov 23;02 Dec 23; 1.261.261,00 ;ZONA231121808;30 Apr 24;EBK250100275;30 Jan 25;;;;;"ZONA8070399;1;45233;45262;1261261;ZONA231121808;45412";"ZONA231121808;45412;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
ZONA8070399;2;03 Dec 23;13 Dec 23; 462.462,00 ;ZONA231222163;27 Dec 23;EBK250100275;30 Jan 25;;;;;"ZONA8070399;2;45263;45273;462462;ZONA231222163;45287";"ZONA231222163;45287;SKT2501000001;45687;462462";"SKT2501000001;45687;EBK250100275;45687;462462"
ZONA9102770;1;20 Nov 21;19 Dec 21; 700.000,00 ;ZONA211112665NT;22 Nov 21;EBK220400042;05 Apr 22;;;;;"ZONA9102770;1;44520;44549;700000;ZONA211112665NT;44522";"ZONA211112665NT;44522;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
